,lr_PredVol
0,0.1998690160940847
1,0.1877471793588092
2,0.20034270987351496
3,0.1762632891342032
4,0.08636687374131952
5,0.11541881730685866
6,0.15825033851196774
7,0.16834706266796734
8,0.1383586792384524
9,0.15353919444689015
10,0.15097351783103366
11,0.1511948289102613
12,0.16050517470030784
13,0.16470342588978726
14,0.16396634614394165
15,0.15470076291961155
16,0.16138867722289918
17,0.14331733988885592
18,0.14240458323177685
19,0.16708283230346963
20,0.1670384652392071
21,0.2462387621470954
22,0.20396111245340884
23,0.15771076053292116
24,0.14727041324031323
25,0.1529358301296301
26,0.12285296946210751
27,0.15901112649223456
28,0.17915435296876506
29,0.15784361991663992
30,0.15264754428923086
31,0.16562633884118713
32,0.15424032865800366
33,0.13035879756256874
34,0.13665118400297105
35,0.132510361031845
36,0.14507759548396496
37,0.1347531713934661
38,0.10032351733121862
39,0.08011067426016642
40,0.0866477745716684
41,0.10005680998954901
42,0.11227226703513866
43,0.1065511928116818
44,0.07974697268067361
45,0.0931093497335735
46,0.10511028021715856
47,0.11297331161012979
48,0.11739878794375375
49,0.12430596399802525
50,0.1119787212015593
51,0.1091138272448807
52,0.10848499742589095
53,0.12308067132514784
54,0.11016360453737153
55,0.1105712851573759
56,0.1217830813527243
57,0.10966413295335999
58,0.10219008894036409
59,0.10272500368452736
60,0.10413354409508283
61,0.12854728078896446
62,0.112151521922874
63,0.110337194636897
64,0.11839769452992996
65,0.11793570311290003
66,0.11198384059143299
67,0.11767969077304224
68,0.12198351515632863
69,0.11004675312928269
70,0.13637729241087077
71,0.11170678595851291
72,0.10672411853547029
73,0.11048300493232385
74,0.10955780795668511
75,0.11070525288827243
76,0.12466404803927277
77,0.12910879275710196
78,0.1060952777693084
79,0.09620716556414566
80,0.12348901258143198
81,0.12083838869364219
82,0.10701818879415542
83,0.10527038245246004
84,0.11338580851848014
85,0.10384574682529286
86,0.11720353205160014
87,0.11261783933694955
88,0.10045338449305549
89,0.10109756114578038
90,0.11430107938424798
91,0.11742533106214899
92,0.11541792572291817
93,0.11262606583420577
94,0.1038212269261847
95,0.10623278696842194
96,0.10895229288079904
97,0.11420774923948296
98,0.11162603992152292
99,0.10073947328422973
100,0.10584044586899838
101,0.10355343282569487
102,0.11895417854005227
103,0.11362754688483255
104,0.11034092882073272
105,0.10290112780085679
106,0.10632416964824544
107,0.10971122861506435
108,0.10519115667789843
109,0.10296838914590051
110,0.11521813179372294
111,0.11467225406716236
112,0.1016454211466018
113,0.09348716310336523
114,0.09027556002268723
115,0.10202596078231133
116,0.10262072049218747
117,0.11372572401393057
118,0.10496411639668717
119,0.10367688320900087
120,0.09414869477118014
121,0.09158456687063124
122,0.09590976562646038
123,0.09032500098217501
124,0.09152345117175839
125,0.10053953801886026
126,0.09595961288428631
127,0.08468762659426231
128,0.08677836662223817
129,0.07630837065049356
130,0.10265044012009898
131,0.09165119701054389
132,0.0822882585701445
133,0.0828202066185808
134,0.09531493591758389
135,0.09101507727061287
136,0.09933935322226034
137,0.11036915727402764
138,0.10660657967472381
139,0.0981095486820045
140,0.10564265401679346
141,0.11257174073365807
142,0.11690396122839028
143,0.12686671788463705
144,0.11934168416296344
145,0.11610895474255314
146,0.12693110524169113
147,0.1381428823497683
148,0.11795292324073471
149,0.10733809632318381
150,0.11955625481877381
151,0.12710853269438155
152,0.12866307902899585
153,0.14602238943178908
154,0.13926322786718356
155,0.1410922691040435
156,0.14021284648820112
157,0.16078378781672925
158,0.13600947302283262
159,0.12491897642080585
160,0.1315407045074558
161,0.12270594269201783
162,0.11139975620450994
163,0.11261189686991903
164,0.12382782483808406
165,0.10602657764830026
166,0.11304932713889847
167,0.11947609414962529
168,0.10458939565053749
169,0.09344790855416807
170,0.10908114087609119
171,0.0981209817256507
172,0.09874252775933764
173,0.12478522889726301
174,0.1078530180505498
175,0.0886304214682443
176,0.08235741746042795
177,0.10221380344967988
178,0.09839401372394976
179,0.09197521653275487
180,0.09556843287714074
181,0.1013750648589651
182,0.10698134366065849
183,0.0997812227500317
184,0.08838956179068216
185,0.09305372602849822
186,0.09298009911571187
187,0.08668842314963204
188,0.08442617447658352
189,0.09049497041646315
190,0.10033447769906495
191,0.10763719238117865
192,0.10665167589012887
193,0.10746623912482108
194,0.09268640282979713
195,0.08994291560921082
196,0.10957784772320382
197,0.12873325115748419
198,0.09755199139605729
199,0.08374955479847272
200,0.0825323025722512
201,0.08020048745811137
202,0.08097852436587961
203,0.08335493327800388
204,0.07908962834290698
205,0.07503190595369919
206,0.07131494024527422
207,0.07008539056223408
208,0.0771291524916784
209,0.07434405904143657
210,0.07377103759623281
211,0.09280661334206644
212,0.09401597895296944
213,0.08564542090867605
214,0.0878440776922119
215,0.08199031444339977
216,0.07364156827653881
217,0.07694286715157794
218,0.09926698607126672
219,0.09311290591987774
220,0.08943175790573321
221,0.09184623831255577
222,0.09556746091013821
223,0.08324765583895057
224,0.0873328224077594
225,0.08615175968390888
226,0.09175860598806404
227,0.10451930150958758
228,0.10223038861148956
229,0.09432163797519992
230,0.09331741080665047
231,0.09402753441975686
232,0.09877702268753055
233,0.0992713517232435
234,0.08918922305181701
235,0.08711980506299555
236,0.09412719585704829
237,0.08948055679676761
238,0.09050517934274868
239,0.09259503459183781
240,0.10000331571192868
241,0.09067040310499543
242,0.09625546396678936
243,0.08917509109722146
244,0.08575718882581088
245,0.09071785963298645
246,0.09217883559532573
247,0.08994829425419508
248,0.09251728465167697
249,0.0892283526352066
250,0.07889309616443033
251,0.08031225495290031
252,0.08196502773692657
253,0.07503878679093388
254,0.07496148503360148
255,0.07711167128962063
256,0.08389665104992755
257,0.08010908759915168
258,0.08675657454160109
259,0.07541056759608931
260,0.06754372972201214
261,0.06880864076800482
262,0.07213829057495952
263,0.07361524693427257
264,0.06844598358934614
265,0.08416134325105683
266,0.0841806756759299
267,0.08545121171874177
268,0.08258251589925392
269,0.07200726921581752
270,0.07026615251655755
271,0.073413623333324
272,0.07851730259454795
273,0.08174191678317305
274,0.07552848787183702
275,0.08052690870217956
276,0.07292310078668635
277,0.06341437688029332
278,0.06169529642027954
279,0.06380626711063196
280,0.06829704845516495
281,0.0710411052511994
282,0.06847259037697023
283,0.07054250149617687
284,0.07018283858269213
285,0.0717109662614031
286,0.06630342271016126
287,0.07269411693355163
288,0.06298350787046247
289,0.0544845487746364
290,0.05380398853642581
291,0.06257681558801656
292,0.0586691869630725
293,0.0604568510462254
294,0.06398046822150907
295,0.06260453043250809
296,0.06023771629596334
297,0.061144955586795065
298,0.06767668191695698
299,0.058976405029639266
300,0.0795143647769914
301,0.07718510764930867
302,0.07036035292618782
303,0.06691911079308901
304,0.08017883774443403
305,0.06265527669147475
306,0.0787456778143609
307,0.08006444540615204
308,0.08062270235795188
309,0.072869149560407
310,0.07513727325033609
311,0.07298523253106311
312,0.07524187263321457
313,0.06924127776625047
314,0.07059522586129702
315,0.0744896056881571
316,0.07222928392005644
317,0.07671090578088635
318,0.07503410872535894
319,0.0630166025022458
320,0.07104571345860143
321,0.07130025375192209
322,0.07353957402462294
323,0.07410870064644343
324,0.07298105070566607
325,0.07177624326268019
326,0.07169805084777289
327,0.07438916173425202
328,0.09040898845239592
329,0.07869726859097798
330,0.08168612676693149
331,0.08526280155346344
332,0.08109199414603262
333,0.07639213762741633
334,0.07802791413760975
335,0.08239529557604658
336,0.08110203041879815
337,0.07613658478077259
338,0.07864674916924291
339,0.07116858969712321
340,0.0731813488518303
341,0.08145439584270703
342,0.08658228114494824
343,0.09272167900158876
344,0.09436520074541319
345,0.09602527189674931
346,0.09428866648473519
347,0.09235954240425472
348,0.08595389941898052
349,0.08403705366040633
350,0.08619647168422749
351,0.07946145068250873
352,0.07992113030494348
353,0.09071509428498144
354,0.07579947851408006
355,0.07824790704363101
356,0.08041803529157565
357,0.10257728206630323
358,0.08208407404859243
359,0.08195582427744304
360,0.07987441917229975
361,0.0812669712419665
362,0.07528409134383306
363,0.06775740193024933
364,0.07200461330589766
365,0.07057103958459685
366,0.06616511922113069
367,0.06992121827951374
368,0.06240570132360226
369,0.06407621895349104
370,0.07173301617259381
371,0.06918542109369948
372,0.08005487599197379
373,0.08566372105605169
374,0.08107067966542846
375,0.08035950048032783
376,0.08024793215156216
377,0.08289315911233948
378,0.08196550002374464
379,0.10474957754077127
380,0.1081850412886425
381,0.1029683053487478
382,0.09992606318318964
383,0.09587940585500036
384,0.09224487654484927
385,0.09685313889526642
386,0.09390163528181755
387,0.08388762707043201
388,0.08259268570401589
389,0.07772073468766628
390,0.08061496057895194
